insee_code;nb_households;nb_inhabitants;consumption_units;median_income;taxable_households_rate;solo_median_income;family_median_income
37081;585.0;1430.0;953.2;22430.0;;;
37082;200.0;417.0;297.7;20870.0;;;
37083;771.0;1860.0;1247.6;23340.0;;;
37084;214.0;508.0;344.6;21300.0;;;
37085;353.0;821.0;561.3;26000.0;;;
37086;185.0;467.0;309.9;21730.0;;;
37087;113.0;260.0;177.8;23150.0;;;
37088;54.0;117.0;81.7;21210.0;;;
37089;327.0;699.0;495.5;23210.0;;;
37090;54.0;102.0;76.6;21140.0;;;
37091;1088.0;2568.0;1739.3;23940.0;-14.8;;26530.0
37092;254.0;644.0;425.0;23830.0;;;
37093;250.0;541.0;379.9;21850.0;;;
37094;249.0;556.0;385.6;23130.0;;;
37095;144.0;378.0;242.9;23320.0;;;
37096;250.0;624.0;413.5;22650.0;;;
37097;263.0;663.0;439.3;23620.0;;;
37098;301.0;723.0;491.9;23700.0;;;
37099;380.0;984.0;642.0;24340.0;;;
37100;182.0;416.0;281.5;22190.0;;;
37101;74.0;177.0;119.1;20600.0;;;
37103;77.0;165.0;115.6;22620.0;;;
37104;2424.0;5985.0;3988.3;25360.0;-16.1;21770.0;28130.0
37105;139.0;283.0;206.4;20640.0;;;
37106;129.0;306.0;208.3;23320.0;;;
37107;128.0;245.0;181.1;21460.0;;;
37108;307.0;682.0;475.8;24280.0;;;
37109;4385.0;10574.0;7171.1;28030.0;-20.3;21610.0;30630.0
37110;592.0;1448.0;971.7;23710.0;;;
37111;749.0;1567.0;1118.6;22060.0;;;
37112;187.0;352.0;262.6;20150.0;;;
37113;434.0;868.0;630.5;19910.0;;;
37114;89.0;178.0;130.7;19140.0;;;
37115;1795.0;3348.0;2493.8;19890.0;-11.8;18740.0;22510.0
37116;247.0;530.0;372.0;22450.0;;;
37117;363.0;829.0;571.3;21420.0;;;
37118;669.0;1561.0;1068.0;23790.0;;;
37119;785.0;1515.0;1107.6;20050.0;;;
37121;109.0;232.0;165.1;20540.0;;;
37122;15973.0;34029.0;23905.3;21520.0;-14.2;20340.0;25640.0
37123;2100.0;4687.0;3239.3;22380.0;-13.1;20410.0;24430.0
37124;1071.0;2647.0;1764.9;26490.0;-18.2;;29630.0
37125;178.0;407.0;280.5;22080.0;;;
37126;158.0;326.0;231.6;22210.0;;;
37127;127.0;269.0;190.9;21480.0;;;
37128;566.0;1333.0;902.2;22540.0;;;
37129;496.0;1093.0;764.4;22770.0;;;
37130;912.0;1850.0;1334.8;20560.0;;;
37131;556.0;1315.0;890.3;23020.0;;;
37132;3184.0;5879.0;4387.8;21200.0;-13.6;17540.0;24800.0
37133;207.0;439.0;313.6;20120.0;;;
37134;272.0;680.0;447.3;23280.0;;;
37136;214.0;526.0;349.4;24230.0;;;
37137;67.0;140.0;98.9;18270.0;;;
37138;347.0;848.0;568.0;25500.0;;;
37139;1992.0;4711.0;3215.4;25790.0;-17.7;20830.0;27810.0
37140;129.0;278.0;194.0;19920.0;;;
37141;421.0;973.0;664.5;22650.0;;;
37142;272.0;589.0;412.4;20910.0;;;
37143;608.0;1391.0;953.9;22360.0;;;
37144;212.0;478.0;329.1;22280.0;;;
37145;100.0;232.0;159.7;23060.0;;;
37146;99.0;218.0;150.8;18320.0;;;
37147;251.0;593.0;403.9;21410.0;;;
37148;282.0;608.0;425.0;19230.0;;;
37149;188.0;489.0;317.7;23780.0;;;
37150;573.0;1445.0;954.3;23420.0;;;
37151;1243.0;2892.0;1978.7;27100.0;-17.8;;29360.0
37152;837.0;1961.0;1340.4;27460.0;;;
37153;1845.0;4722.0;3105.2;24360.0;-15.9;21860.0;26650.0
37154;2029.0;4912.0;3289.9;25210.0;-17.3;21610.0;27780.0
37155;267.0;632.0;427.2;22850.0;;;
37156;4788.0;11072.0;7543.4;24710.0;-15.7;21540.0;27720.0
37157;170.0;312.0;236.1;20340.0;;;
37158;305.0;747.0;500.8;23060.0;;;
37159;3267.0;8162.0;5420.3;25100.0;-15.2;21170.0;26890.0
37160;141.0;357.0;235.3;25060.0;;;
37161;359.0;778.0;542.7;23160.0;;;
37162;182.0;447.0;303.2;23180.0;;;
37163;1751.0;3705.0;2624.6;22660.0;-13.6;20280.0;24290.0
37165;186.0;427.0;294.2;22980.0;;;
37166;303.0;729.0;490.2;22510.0;;;
37167;939.0;2142.0;1462.4;22170.0;-13.2;;25180.0
37168;132.0;279.0;199.7;22070.0;;;
37169;352.0;911.0;593.7;23010.0;;;
37170;478.0;1089.0;747.1;22620.0;;;
37171;511.0;1175.0;805.7;23930.0;;;
37172;1784.0;4269.0;2888.9;25460.0;-15.6;;28080.0
37173;350.0;672.0;497.0;21430.0;;;
37174;392.0;807.0;577.4;20010.0;;;
37175;512.0;1236.0;838.0;25390.0;;;
37176;464.0;1183.0;777.8;22780.0;;;
37177;307.0;644.0;458.6;19940.0;;;
37178;276.0;589.0;414.1;22580.0;;;
37179;1025.0;2462.0;1661.4;25720.0;-15.7;;27460.0
37180;285.0;650.0;448.4;22250.0;;;
37181;106.0;243.0;165.0;22930.0;;;
37182;587.0;1579.0;1009.4;23900.0;;;
37183;648.0;1304.0;948.4;21900.0;;;
37184;155.0;314.0;227.8;22730.0;;;
37185;760.0;1615.0;1143.5;24120.0;;;
37186;449.0;1247.0;787.8;23760.0;;;
37187;163.0;358.0;250.5;21420.0;;;
37188;387.0;892.0;610.3;21480.0;;;
37189;466.0;831.0;633.1;19460.0;;;
37190;80.0;160.0;116.1;22750.0;;;
37191;97.0;222.0;154.7;22520.0;;;
37192;545.0;1289.0;869.6;23920.0;;;
37193;551.0;1237.0;861.3;23750.0;;;
37194;702.0;1746.0;1158.6;23690.0;;;
37195;4647.0;8633.0;6399.7;21670.0;-14.5;19820.0;26300.0
37196;875.0;1537.0;1179.7;19130.0;;;
37197;227.0;485.0;340.6;21790.0;;;
37198;139.0;298.0;210.5;18950.0;;;
37199;207.0;452.0;316.8;21220.0;;;
37200;391.0;962.0;638.9;21700.0;;;
37201;335.0;712.0;507.7;23510.0;;;
37202;228.0;552.0;373.0;23240.0;;;
37203;1323.0;3153.0;2137.1;27830.0;-21.2;;30720.0
37204;530.0;1389.0;910.4;24680.0;;;
37205;580.0;1439.0;956.6;24320.0;;;
37206;698.0;1799.0;1178.3;26050.0;;;
37207;144.0;325.0;221.4;21410.0;;;
37208;6343.0;14148.0;9860.0;28660.0;-19.7;23410.0;31770.0
37210;262.0;629.0;426.7;24680.0;;;
37211;1112.0;2633.0;1782.1;23810.0;-14.1;;25570.0
37212;306.0;746.0;499.5;22410.0;;;
37213;435.0;968.0;671.3;20830.0;;;
37214;7993.0;15769.0;11508.0;27110.0;-20.0;22270.0;30790.0
37216;662.0;1491.0;1032.1;21870.0;;;
37217;643.0;1543.0;1032.8;24020.0;;;
37218;294.0;567.0;416.2;20650.0;;;
37219;411.0;989.0;670.9;25490.0;;;
37220;181.0;357.0;257.2;21370.0;;;
37221;298.0;627.0;445.4;21270.0;;;
37222;314.0;692.0;483.6;21620.0;;;
37223;142.0;333.0;224.7;20590.0;;;
37224;360.0;880.0;588.3;23120.0;;;
37225;1266.0;3119.0;2077.6;24090.0;-14.9;;26190.0
37226;1865.0;3949.0;2790.3;21760.0;-12.6;19060.0;23560.0
37228;507.0;1134.0;787.3;22730.0;;;
37229;98.0;235.0;158.5;22180.0;;;
37230;424.0;1016.0;689.4;24150.0;;;
37231;735.0;1675.0;1154.3;22480.0;;;
37232;840.0;1951.0;1333.5;21950.0;;;
37233;6787.0;14494.0;10117.5;19240.0;-11.8;18870.0;22660.0
37234;219.0;509.0;346.0;23470.0;;;
37236;221.0;581.0;381.3;25350.0;;;
37237;520.0;1360.0;892.1;26860.0;;;
37238;217.0;489.0;340.2;20120.0;;;
37240;273.0;670.0;450.3;23220.0;;;
37241;594.0;1272.0;899.9;21180.0;;;
37242;637.0;1488.0;1011.8;23590.0;;;
37243;1328.0;3297.0;2202.2;27530.0;-18.6;;30030.0
37244;114.0;247.0;173.2;20050.0;;;
37245;803.0;2104.0;1379.5;25690.0;-16.4;;28680.0
37246;98.0;208.0;146.8;20440.0;;;
37247;296.0;598.0;430.2;21320.0;;;
37248;163.0;340.0;241.6;22490.0;;;
37249;590.0;1475.0;979.3;23160.0;;;
37250;1123.0;2839.0;1864.4;23890.0;-14.9;;25660.0
37251;360.0;899.0;592.1;22900.0;;;
37252;158.0;383.0;258.4;23740.0;;;
37253;75.0;183.0;122.4;24040.0;;;
37254;660.0;1697.0;1114.7;25480.0;;;
37255;124.0;244.0;179.0;21780.0;;;
37256;129.0;284.0;200.3;20600.0;;;
37257;689.0;1818.0;1181.0;23950.0;;;
37258;131.0;291.0;201.5;23070.0;;;
37259;211.0;387.0;290.1;20410.0;;;
37260;237.0;519.0;364.1;21000.0;;;
37261;63318.0;116775.0;86599.5;21250.0;-16.4;19350.0;26740.0
37262;135.0;296.0;208.4;22740.0;;;
37263;952.0;2443.0;1606.4;24700.0;-15.1;;26700.0
37264;525.0;1347.0;880.7;24660.0;;;
37265;102.0;231.0;159.1;23010.0;;;
37266;2817.0;6838.0;4602.0;26460.0;-17.0;21520.0;28400.0
37267;1797.0;4602.0;3036.1;26140.0;-16.7;;28790.0
37268;56.0;110.0;80.4;20070.0;;;
37269;224.0;485.0;343.0;22740.0;;;
37270;1205.0;2821.0;1924.3;25110.0;-17.9;;26680.0
37271;467.0;1081.0;739.3;21720.0;;;
37272;462.0;1165.0;772.7;26000.0;;;
37273;2318.0;5537.0;3738.3;23250.0;-14.4;21740.0;25360.0
37274;128.0;285.0;197.9;22570.0;;;
37275;;;;;;;
37276;512.0;1227.0;827.2;23540.0;;;
37277;239.0;492.0;351.8;20340.0;;;
37278;441.0;1102.0;727.2;21700.0;;;
37279;300.0;689.0;474.5;20880.0;;;
37280;105.0;240.0;162.9;23980.0;;;
37281;1438.0;3290.0;2259.6;26470.0;-20.5;21080.0;28200.0
37282;699.0;1350.0;994.4;20710.0;;;
38001;2770.0;6238.0;4290.9;22650.0;-14.4;21590.0;24750.0
38002;437.0;1070.0;710.2;26700.0;;;
38003;473.0;1233.0;805.3;24890.0;;;
38004;476.0;1243.0;808.6;23440.0;;;
38005;460.0;922.0;662.3;23490.0;;;
38006;1876.0;4049.0;2835.4;24230.0;-15.8;20930.0;26710.0
38008;;;;;;;
38009;392.0;954.0;644.2;24310.0;;;
38010;286.0;720.0;477.8;26130.0;;;
38011;447.0;1175.0;769.3;28470.0;;;
38012;1106.0;2640.0;1776.5;21860.0;-12.8;;25190.0
38013;1435.0;3659.0;2411.4;26100.0;-15.9;;28300.0
38015;717.0;1792.0;1194.1;24840.0;;;
38017;612.0;1654.0;1071.6;25970.0;;;
38018;162.0;370.0;255.9;22340.0;;;
38019;573.0;1476.0;967.7;24310.0;;;
38020;82.0;159.0;117.1;21320.0;;;
38022;3386.0;7857.0;5382.4;22860.0;-14.4;21360.0;25470.0
38023;97.0;187.0;135.2;27550.0;;;
38026;434.0;1093.0;717.8;24580.0;;;
38027;749.0;1941.0;1278.1;27450.0;;;
38029;788.0;1870.0;1265.2;23010.0;;;
38030;683.0;1791.0;1171.0;25350.0;;;
38031;;;;;;;
38032;240.0;577.0;390.2;22860.0;;;
38033;250.0;640.0;425.4;26720.0;;;
38034;2155.0;4664.0;3252.3;20040.0;-11.3;19000.0;23160.0
38035;447.0;1115.0;746.6;24810.0;;;
38036;;;;;;;
38037;423.0;1042.0;700.6;25860.0;;;
38038;213.0;592.0;376.4;23590.0;;;
38039;1326.0;3239.0;2187.5;32380.0;-22.0;;33550.0
38040;;;;;;;
38041;49.0;112.0;77.3;23080.0;;;
38042;419.0;1098.0;718.7;25530.0;;;
38043;603.0;1571.0;1024.9;26030.0;;;
38044;620.0;1558.0;1030.1;23790.0;;;
38045;984.0;2383.0;1615.2;38860.0;-27.1;;43080.0
38046;378.0;1002.0;647.9;23280.0;;;
38047;63.0;158.0;104.4;23660.0;;;
38048;431.0;1106.0;728.1;27240.0;;;
38049;136.0;333.0;222.3;24040.0;;;
38050;260.0;647.0;430.0;21550.0;;;
38051;595.0;1412.0;958.7;23920.0;;;
38052;1459.0;3111.0;2190.6;23240.0;-14.9;22370.0;26180.0
38053;13341.0;27952.0;19704.6;20870.0;-14.6;21900.0;25460.0
38054;598.0;1480.0;983.9;24200.0;;;
38055;254.0;645.0;429.1;23320.0;;;
38056;;;;;;;
38057;295.0;707.0;482.9;34920.0;;;
38058;822.0;2230.0;1438.4;23590.0;-14.0;;26600.0
38059;996.0;2449.0;1648.6;32620.0;-21.7;;34610.0
38060;60.0;142.0;96.2;23340.0;;;
38061;1391.0;3567.0;2342.4;28170.0;-18.6;;30780.0
38062;285.0;753.0;489.4;27440.0;;;
38063;171.0;427.0;286.0;24670.0;;;
38064;1176.0;2998.0;1973.8;24690.0;-15.1;;26660.0
38065;881.0;2137.0;1435.9;23020.0;-14.0;;24800.0
38066;65.0;163.0;108.4;25720.0;;;
38067;650.0;1756.0;1135.2;28740.0;;;
38068;530.0;1352.0;898.6;31460.0;;;
38069;630.0;1524.0;1019.0;22350.0;;;
38070;562.0;1310.0;894.1;26820.0;;;
38071;1434.0;3327.0;2271.5;24940.0;-14.8;;26900.0
38072;998.0;2391.0;1612.9;23720.0;-14.2;;25960.0
38073;112.0;210.0;157.2;22440.0;;;
38074;154.0;397.0;261.8;27500.0;;;
38075;1224.0;2982.0;1996.1;26050.0;-16.9;;27780.0
38076;783.0;1962.0;1307.9;25730.0;;;
38077;273.0;749.0;478.1;24530.0;;;
38078;204.0;501.0;333.6;25000.0;;;
38080;296.0;749.0;500.3;24780.0;;;
38081;770.0;2001.0;1310.8;25760.0;-15.8;;28710.0
38082;842.0;1983.0;1342.4;24060.0;;;
38083;194.0;466.0;316.0;22710.0;;;
38084;598.0;1526.0;1014.7;27390.0;;;
38085;3525.0;9770.0;6178.3;23620.0;-13.5;21540.0;25380.0
38086;169.0;422.0;282.9;24500.0;;;
38087;2342.0;6044.0;3934.4;22650.0;-13.9;21120.0;26110.0
38089;87.0;219.0;146.3;23970.0;;;
38090;150.0;288.0;211.5;22690.0;;;
38091;290.0;745.0;494.8;27070.0;;;
38092;;;;;;;
38093;185.0;435.0;298.8;24480.0;;;
38094;842.0;2031.0;1364.7;23350.0;-13.4;;25760.0
38095;1069.0;2457.0;1689.1;23790.0;-14.8;;26560.0
38097;1771.0;4666.0;3024.6;23010.0;-13.9;20640.0;25660.0
38098;290.0;733.0;484.5;25040.0;;;
38099;283.0;675.0;453.5;24630.0;;;
38100;929.0;2328.0;1557.1;26340.0;-15.3;;27300.0
38101;388.0;978.0;653.1;27280.0;;;
38102;242.0;621.0;410.6;28950.0;;;
38103;144.0;289.0;208.4;24060.0;;;
38104;570.0;1382.0;927.8;23500.0;;;
38105;960.0;2528.0;1645.7;26100.0;-15.2;;27330.0
38106;132.0;335.0;223.2;26750.0;;;
38107;667.0;1720.0;1136.1;28690.0;;;
38108;56.0;110.0;79.3;20340.0;;;
38109;371.0;976.0;648.0;29960.0;;;
38110;901.0;2316.0;1521.8;28900.0;-18.6;;31030.0
38111;3336.0;8113.0;5471.3;29740.0;-20.0;25700.0;32450.0
38112;;;;;;;
38113;254.0;534.0;375.8;21060.0;;;
38114;549.0;1470.0;959.7;26890.0;;;
38115;289.0;685.0;462.9;26540.0;;;
38116;;;;;;;
38117;262.0;640.0;428.9;22600.0;;;
38118;710.0;1825.0;1200.6;26360.0;;;
38120;278.0;698.0;464.5;29540.0;;;
38124;954.0;2225.0;1512.3;23280.0;-16.3;;25420.0
38126;1636.0;4142.0;2767.3;37560.0;-27.1;;41520.0
38127;73.0;149.0;107.7;22380.0;;;
38128;183.0;337.0;252.2;21360.0;;;
38129;186.0;402.0;283.3;23590.0;;;
38130;2362.0;4607.0;3354.2;21420.0;-14.5;19260.0;26040.0
38131;807.0;2028.0;1353.5;29200.0;-17.9;;31220.0
38132;;;;;;;
38133;2255.0;5651.0;3747.5;29600.0;-19.8;24880.0;32780.0
38134;354.0;887.0;587.1;25410.0;;;
38135;512.0;1278.0;845.3;24680.0;;;
38136;234.0;597.0;394.7;26560.0;;;
38137;168.0;414.0;280.6;26240.0;;;
38138;1638.0;3403.0;2416.9;24360.0;-16.7;22020.0;27920.0
38139;628.0;1551.0;1037.5;24340.0;;;
38140;3324.0;8241.0;5520.5;28760.0;-19.1;23380.0;31800.0
38141;292.0;795.0;514.1;27200.0;;;
38144;1074.0;2718.0;1805.0;26090.0;-16.1;;29080.0
38146;330.0;849.0;555.4;26850.0;;;
38147;347.0;855.0;571.7;25580.0;;;
38148;1266.0;3081.0;2069.5;25140.0;-15.6;;27950.0
38149;665.0;1691.0;1115.5;26660.0;;;
38150;3008.0;6516.0;4567.1;24200.0;-15.4;21780.0;26280.0
38151;14718.0;32828.0;22590.3;19930.0;-12.8;20400.0;24980.0
38152;567.0;1426.0;940.0;24830.0;;;
38153;182.0;469.0;311.3;26810.0;;;
38154;116.0;209.0;157.8;21830.0;;;
38155;788.0;1816.0;1242.4;23160.0;;;
38156;438.0;1097.0;725.6;25140.0;;;
38157;1458.0;3644.0;2422.9;25820.0;-15.3;;27610.0
38158;4571.0;10025.0;6972.0;25120.0;-16.8;23610.0;29870.0
38159;212.0;533.0;351.9;22710.0;;;
38160;887.0;2178.0;1455.9;26800.0;-15.4;;27220.0
38161;442.0;1084.0;725.5;23460.0;;;
38162;576.0;1425.0;950.5;25090.0;;;
38163;221.0;446.0;321.8;22670.0;;;
38166;181.0;459.0;302.1;26610.0;;;
38167;226.0;593.0;388.8;23940.0;;;
38169;10263.0;21577.0;15225.5;20790.0;-13.3;20470.0;24090.0
38170;1399.0;3216.0;2196.4;27990.0;-18.2;;31240.0
38171;131.0;323.0;216.3;23800.0;;;
38172;676.0;1686.0;1115.0;27890.0;;;
38173;116.0;210.0;157.7;20790.0;;;
38174;449.0;1100.0;738.1;23580.0;;;
38175;1387.0;3204.0;2195.5;25780.0;-15.6;;27320.0
38176;802.0;2127.0;1395.6;28780.0;-18.2;;29830.0
38177;;;;;;;
38179;3139.0;6619.0;4663.5;26010.0;-17.4;22450.0;29750.0
38180;451.0;1102.0;744.0;24010.0;;;
38181;943.0;2270.0;1528.7;25920.0;-15.7;;27970.0
38182;1241.0;3042.0;2043.5;23940.0;-14.3;;26240.0
38183;193.0;489.0;326.9;24890.0;;;
38184;571.0;1479.0;966.8;27310.0;;;
38185;71309.0;136136.0;99544.9;22140.0;-16.9;20960.0;28230.0
38186;186.0;379.0;273.0;25900.0;;;
38187;786.0;1868.0;1263.8;26220.0;;;
38188;583.0;1445.0;959.7;32700.0;;;
38189;1979.0;4645.0;3164.9;26240.0;-16.4;23200.0;28550.0
38190;488.0;1230.0;815.1;23800.0;;;
38191;585.0;1069.0;801.2;22890.0;;;
38192;75.0;181.0;122.1;26320.0;;;
38193;5992.0;15853.0;10158.0;21370.0;-14.5;22350.0;27720.0
38194;883.0;2189.0;1464.7;23880.0;-14.0;;25410.0
38195;307.0;751.0;503.3;22580.0;;;
38197;647.0;1642.0;1079.3;26820.0;;;
38198;481.0;1096.0;759.0;23560.0;;;
38199;837.0;2081.0;1400.5;28020.0;-18.4;;30220.0
38200;1603.0;3832.0;2597.2;28430.0;-19.1;;30480.0
38203;180.0;419.0;284.4;23950.0;;;
38204;98.0;166.0;128.9;22420.0;;;
38205;1246.0;2907.0;1987.1;27910.0;-18.4;23360.0;31470.0
38206;383.0;977.0;645.0;29210.0;;;
38207;79.0;140.0;106.4;20390.0;;;
38208;73.0;159.0;112.2;21900.0;;;
38209;96.0;238.0;161.8;24110.0;;;
38210;341.0;948.0;607.6;24870.0;;;
38211;132.0;349.0;227.7;22330.0;;;
38212;493.0;1201.0;800.2;21330.0;;;
38213;232.0;611.0;397.2;24430.0;;;
38214;848.0;2192.0;1446.3;29870.0;-19.8;;34150.0
38215;952.0;2439.0;1605.7;29020.0;-18.5;;31350.0
38216;;;;;;;
38217;;;;;;;
38218;427.0;1149.0;740.0;21930.0;;;
38219;246.0;588.0;398.9;21810.0;;;
38221;58.0;141.0;96.8;22360.0;;;
38222;294.0;728.0;485.3;24630.0;;;
38223;752.0;1990.0;1298.1;28660.0;;;
38224;;;;;;;
38225;1356.0;2986.0;2074.9;24210.0;-15.4;20870.0;27270.0
38226;638.0;1266.0;918.4;21620.0;;;
38228;205.0;465.0;321.0;23380.0;;;
38229;8521.0;17996.0;12745.2;30440.0;-22.6;27130.0;36300.0
38230;429.0;1117.0;737.1;31300.0;;;
38231;397.0;1042.0;678.6;26210.0;;;
38232;290.0;724.0;482.3;24940.0;;;
38235;154.0;419.0;269.6;27470.0;;;
38236;735.0;1744.0;1187.4;24100.0;;;
38237;76.0;158.0;112.2;21940.0;;;
38238;742.0;1947.0;1271.4;26690.0;;;
38239;3293.0;7864.0;5318.4;24720.0;-15.2;20610.0;26440.0
38240;308.0;745.0;497.7;23200.0;;;
38241;;;;;;;
38242;569.0;1416.0;938.7;23980.0;;;
38243;107.0;216.0;155.3;19480.0;;;
38244;280.0;758.0;492.1;25810.0;;;
38245;121.0;266.0;186.4;20770.0;;;
38246;420.0;1155.0;743.0;24190.0;;;
38247;1507.0;3458.0;2342.9;21780.0;-13.0;21360.0;24740.0
38248;198.0;509.0;336.9;28230.0;;;
38249;2358.0;5448.0;3733.5;33450.0;-22.5;28020.0;37830.0
38250;219.0;588.0;376.8;24670.0;;;
38252;147.0;350.0;240.1;29550.0;;;
38253;911.0;1716.0;1265.2;22530.0;;;
38254;198.0;461.0;313.5;23970.0;;;
38255;56.0;123.0;84.5;22190.0;;;
38256;789.0;1744.0;1201.7;23700.0;;;
38257;176.0;455.0;301.5;23280.0;;;
38258;;;;;;;
38259;372.0;965.0;632.8;25480.0;;;
38260;199.0;515.0;342.9;29160.0;;;
38261;1843.0;4075.0;2839.6;22180.0;-14.1;21280.0;25870.0
38263;164.0;386.0;262.6;27120.0;;;
38264;86.0;164.0;119.4;23230.0;;;
38265;805.0;1678.0;1191.9;22980.0;;;
38266;195.0;420.0;292.5;23680.0;;;
38267;298.0;825.0;530.0;23070.0;;;
38268;100.0;225.0;155.6;27920.0;;;
38269;2339.0;4487.0;3289.4;21210.0;-12.7;20240.0;23960.0
38270;796.0;1913.0;1294.8;27910.0;;;
38271;322.0;815.0;545.3;28880.0;;;
38272;159.0;385.0;258.3;22620.0;;;
38273;203.0;463.0;321.3;25700.0;;;
38275;119.0;271.0;188.0;22310.0;;;
38276;1140.0;2711.0;1828.0;23800.0;-16.2;;27320.0
38277;197.0;506.0;332.8;26970.0;;;
38278;188.0;457.0;306.2;24880.0;;;
38279;476.0;1166.0;788.8;26290.0;;;
38280;250.0;542.0;382.5;25290.0;;;
38281;936.0;2302.0;1541.2;26880.0;-17.1;;28920.0
38282;352.0;881.0;583.5;25220.0;;;
38283;50.0;100.0;73.6;26120.0;;;
38284;368.0;918.0;612.5;25910.0;;;
38285;56.0;111.0;80.9;26210.0;;;
38286;;;;;;;
38287;391.0;1021.0;664.5;25200.0;;;
38288;643.0;1705.0;1105.1;26820.0;;;
38289;100.0;196.0;143.1;26410.0;;;
38290;369.0;865.0;592.4;22360.0;;;
38291;436.0;1077.0;719.9;22440.0;;;
38292;1053.0;2502.0;1694.1;24760.0;-15.6;;27560.0
38294;260.0;709.0;460.0;28530.0;;;
38295;288.0;733.0;486.4;24010.0;;;
38296;369.0;955.0;625.5;25340.0;;;
38297;752.0;1844.0;1233.0;22680.0;;;
38298;2707.0;6168.0;4220.2;18930.0;-12.0;20190.0;22410.0
38299;70.0;126.0;96.0;20970.0;;;
38300;151.0;357.0;240.2;23630.0;;;
38301;59.0;122.0;87.8;18290.0;;;
38303;231.0;649.0;411.3;27470.0;;;
38304;630.0;1450.0;992.5;24140.0;;;
38307;226.0;539.0;365.8;22950.0;;;
38308;108.0;288.0;185.6;22250.0;;;
38309;913.0;2192.0;1480.1;28010.0;-18.1;;31120.0
38310;427.0;1105.0;732.4;25110.0;;;
38311;306.0;767.0;510.6;22690.0;;;
38313;129.0;285.0;200.2;26110.0;;;
38314;3182.0;7242.0;4970.8;23340.0;-15.2;21490.0;26330.0
38315;1533.0;3232.0;2282.2;22180.0;-13.8;20050.0;26110.0
38316;2324.0;5408.0;3635.8;20510.0;-12.3;21520.0;22500.0
38317;4370.0;9641.0;6662.1;20220.0;-12.2;21690.0;23420.0
38318;2436.0;5702.0;3837.0;19800.0;-13.6;20810.0;24330.0
38319;364.0;669.0;500.6;20800.0;;;
38320;736.0;1801.0;1203.8;24030.0;;;
38321;80.0;161.0;117.0;21620.0;;;
38322;;;;;;;
38323;438.0;1164.0;757.9;22950.0;;;
38324;287.0;673.0;460.5;24330.0;;;
38325;207.0;505.0;336.6;27350.0;;;
38326;154.0;333.0;237.9;25080.0;;;
38328;359.0;951.0;622.6;31990.0;;;
38329;;;;;;;
38330;41.0;104.0;66.4;21400.0;;;
38331;397.0;1038.0;685.9;28880.0;;;
38332;1484.0;3382.0;2321.9;22180.0;-13.5;19560.0;24490.0
38333;156.0;321.0;229.2;20710.0;;;
38334;505.0;1296.0;860.7;32290.0;;;
38335;457.0;1062.0;729.9;23490.0;;;
38336;771.0;1981.0;1311.0;26300.0;;;
38337;2925.0;6375.0;4435.2;22790.0;-14.1;22030.0;26050.0
38338;280.0;744.0;481.5;25540.0;;;
38339;844.0;2196.0;1442.1;27410.0;-17.5;;28770.0
38340;885.0;1902.0;1324.8;22780.0;;;
38341;444.0;1112.0;745.6;25820.0;;;
38342;127.0;301.0;202.1;23220.0;;;
38343;665.0;1691.0;1118.0;25300.0;;;
38344;3591.0;8461.0;5731.3;21080.0;-13.4;21050.0;25170.0
38345;244.0;611.0;407.7;24450.0;;;
38346;163.0;415.0;274.7;25520.0;;;
38347;485.0;1023.0;728.6;21140.0;;;
38348;2000.0;4883.0;3282.9;27990.0;-19.0;23810.0;29200.0
38349;905.0;2107.0;1435.3;24350.0;-14.5;;26590.0
38350;194.0;496.0;327.3;28920.0;;;
38351;409.0;1139.0;728.9;25650.0;;;
38352;908.0;2209.0;1487.2;28440.0;-20.1;;29830.0
38353;359.0;872.0;583.2;24230.0;;;
38354;166.0;388.0;267.1;23890.0;;;
38355;57.0;125.0;86.6;22920.0;;;
38356;142.0;321.0;222.3;23770.0;;;
38357;1106.0;2727.0;1821.7;23680.0;-13.9;;27170.0
38358;278.0;755.0;485.0;24630.0;;;
38359;505.0;1133.0;787.1;22870.0;;;
38360;165.0;403.0;273.7;22540.0;;;
38361;;;;;;;
38362;465.0;1205.0;799.4;27360.0;;;
38363;371.0;919.0;617.3;21420.0;;;
38364;169.0;409.0;273.9;26140.0;;;
38365;345.0;848.0;566.0;25370.0;;;
38366;126.0;262.0;189.0;24120.0;;;
38368;422.0;1107.0;725.5;28150.0;;;
38369;404.0;1032.0;683.1;25100.0;;;
38370;266.0;684.0;453.9;23040.0;;;
38372;281.0;661.0;449.2;24060.0;;;
38373;494.0;1209.0;817.8;28550.0;;;
38374;1441.0;3674.0;2431.6;26030.0;-16.1;;28710.0
38375;;;;;;;
38376;365.0;861.0;585.2;24530.0;;;
38377;1439.0;3364.0;2285.5;23450.0;-13.7;;25870.0
38378;1559.0;3734.0;2527.8;24810.0;-14.9;;27300.0
38379;120.0;284.0;191.0;20750.0;;;
38380;126.0;333.0;215.2;22560.0;;;
38381;837.0;2157.0;1418.3;26250.0;-15.6;;26990.0
38382;7502.0;16660.0;11498.8;25910.0;-17.5;23220.0;30630.0
38383;1116.0;2827.0;1878.2;28350.0;-17.8;;30980.0
38384;1387.0;3262.0;2201.4;22330.0;-13.6;21190.0;25160.0
38386;865.0;2059.0;1396.9;23850.0;-14.3;;26900.0
38387;211.0;503.0;341.7;23700.0;;;
