median_income,nb_households,median_price_m2,predicted_price,residual_error,insee_code,commune,dept_code
20770.0,2731.0,1357.9836829836831,2071.0637028839924,-713.0800199003093,03118,GANNAT,03
22750.0,556.0,1373.5714285714287,1454.2195344019792,-80.64810583055055,03126,HAUTERIVE,03
21930.0,274.0,1212.6438434982738,1457.4751652374969,-244.83132173922309,03127,HERISSON,03
22370.0,1202.0,1307.2232645403378,1706.9013635128451,-399.6780989725073,03128,HURIEL,03
20390.0,257.0,881.7829457364342,967.6774273503775,-85.8944816139433,03132,JALIGNY-SUR-BESBRE,03
20090.0,1459.0,1271.1374631268436,1292.4356260365594,-21.298162909715757,03138,LAPALISSE,03
23460.0,493.0,1146.8253968253966,1452.3616603132189,-305.5362634878222,03140,LAVAULT-SAINTE-ANNE,03
20010.0,860.0,847.6620370370371,1151.9228463113986,-304.2608092743616,03155,LURCY-LEVIS,03
22870.0,707.0,1633.6803272700708,1616.222766127344,17.457561142726945,03156,LUSIGNY,03
19350.0,665.0,1640.345238095238,1452.550360546131,187.794877549107,03165,LE MAYET DE MONTAGNE,03
21490.0,436.0,1024.0740740740741,1184.0128865776162,-159.93881250354207,03168,MEAULNE-VITRAY,03
21720.0,269.0,1082.0112994350284,1429.6929574648807,-347.6816580298523,03180,MONTBEUGNY,03
19420.0,17670.0,1155.852417302799,1717.3823059363622,-561.5298886335631,03185,MONTLUCON,03
19010.0,685.0,662.5,888.0021883717757,-225.50218837177567,03186,MONTMARAULT,03
19880.0,9844.0,1327.3107692307694,1969.1446850559985,-641.833915825229,03190,MOULINS,03
23450.0,1188.0,1044.4444444444443,1349.7181080171786,-305.2736635727342,03195,NERIS-LES-BAINS,03
23230.0,652.0,1288.888888888889,1618.039788742776,-329.15089985388704,03197,NEUILLY-LE-REAL,03
25570.0,672.0,1582.2974321749389,1962.5328002967692,-380.23536812183033,03200,NEUVY,03
24280.0,1093.0,1200.0,1617.5697991289726,-417.5697991289726,03211,PREMILHAT,03
23880.0,631.0,1458.623693379791,1912.5243975305486,-453.90070415075775,03212,QUINSSAINES,03
20830.0,357.0,1445.673076923077,1920.8497395683103,-475.17666264523336,03221,SAINT-BONNET-TRONCAIS,03
20490.0,1693.0,1078.4964068546158,1308.7882507813647,-230.29184392674892,03236,SAINT-GERMAIN-DES-FOSSES,03
21770.0,265.0,1298.3323494687131,1420.519470423661,-122.18712095494789,03242,SAINT-LOUP,03
20970.0,2401.0,1438.3561643835617,1927.4602873408805,-489.10412295731885,03254,ST POURCAIN SUR SIOULE,03
21180.0,1286.0,1492.5373134328358,1584.0084027853381,-91.4710893525023,03264,SAINT-YORRE,03
21640.0,794.0,760.1634997790543,1867.0019634875405,-1106.8384637084862,03275,SOUVIGNY,03
25010.0,663.0,1765.432098765432,2018.3545249034235,-252.92242613799135,03290,TREVOL,03
20790.0,747.0,886.6666666666666,1142.3260426924342,-255.65937602576753,03297,VALLON-EN-SULLY,03
20200.0,1786.0,1371.212121212121,1485.9221508285948,-114.71002961647378,03298,VARENNES SUR ALLIER,03
25620.0,798.0,1150.0,1690.4310152522605,-540.4310152522605,03306,LE VERNET,03
20190.0,14598.0,2098.9814814814813,2044.7379299760164,54.24355150546489,03310,VICHY,03
24770.0,549.0,1847.5468975468975,2673.785258789876,-826.2383612429785,03314,VILLEBRET,03
23540.0,5955.0,1612.162162162162,2475.1818682694284,-863.0197061072663,03321,YZEURE,03
19910.0,347.0,1217.2272727272727,1313.6622743142989,-96.43500158702614,04018,BANON,04
21210.0,246.0,1381.8181818181818,1416.8802679448045,-35.06208612662272,04031,BRAS-D ASSE,04
21120.0,646.0,1762.111111111111,1802.3524960563561,-40.241384945245045,04039,CASTELLANE,04
21080.0,2432.0,2733.8129496402876,2504.2062895578633,229.60666008242424,04049,CHATEAU-ARNOUX-SAINT-AUBAN,04
23770.0,225.0,2400.4629629629626,1884.910870390894,515.5520925720687,04053,CHATEAUNEUF VAL ST DONAT,04
24550.0,498.0,2333.3333333333335,2282.0560790433315,51.27725429000202,04063,CORBIERES-EN-PROVENCE,04
20490.0,284.0,1970.8387942332897,1460.5672043863308,510.27158984695893,04065,CRUIS,04
21480.0,7885.0,2770.6521739130435,1942.270430990336,828.3817429227074,04070,DIGNE-LES-BAINS,04
23060.0,231.0,1922.4183350895678,1904.2499299726505,18.168405116917256,04084,ESTOUBLON,04
20570.0,2141.0,3043.478260869565,2577.9918383484646,465.4864225211004,04088,FORCALQUIER,04
22240.0,1413.0,3392.9591836734694,1879.3977456747475,1513.5614379987219,04094,GREOUX-LES-BAINS,04
23980.0,135.0,2456.1403508771928,2270.5649900148715,185.5753608623213,04109,MALLEFOUGASSE-AUGES,04
23800.0,472.0,2372.354651162791,2021.662645082033,350.6920060807581,04110,MALLEMOISSON,04
21170.0,10029.0,2887.4722838137473,2562.5688926101425,324.90339120360477,04112,MANOSQUE,04
21460.0,1685.0,1916.1496350364964,1725.447630351077,190.70200468541952,04116,LES MEES,04
21240.0,208.0,3386.484375,2657.343492523624,729.1408824763762,04126,MONTCLAR,04
23050.0,2646.0,2314.814814814815,2723.8713484655564,-409.0565336507416,04143,ORAISON,04
22080.0,1250.0,2305.357142857143,2052.4925620618114,252.86458079533168,04149,PEYRUIS,04
21770.0,335.0,2111.4728682170544,1822.328321217948,289.1445469991063,04157,PUIMOISSON,04
21480.0,735.0,3333.3333333333335,2764.4669509488717,568.8663823844618,04160,REILLANNE,04
20130.0,820.0,2122.8070175438597,2035.592995462596,87.21402208126369,04166,RIEZ,04
23120.0,458.0,2435.047720042418,2204.4625971575047,230.5851228849133,04173,SAINT-ANDRE-LES-ALPES,04
20660.0,557.0,2223.867890889642,1221.3203095489043,1002.5475813407375,04178,SAINT-ETIENNE-LES-ORGUES,04
22180.0,1395.0,2461.3844393592676,2223.5514097358346,237.83302962343305,04197,SAINTE-TULLE,04
20830.0,662.0,2375.9615384615386,2026.4192896910295,349.5422487705091,04205,SEYNE,04
21840.0,272.0,2375.387931034483,2095.5205247889694,279.8674062455134,04208,SIMIANE-LA-ROTONDE,04
20900.0,3450.0,2745.065789473684,2562.021534150437,183.04425532324694,04209,SISTERON,04
21900.0,1407.0,2210.5263157894738,2098.230765806411,112.29554998306276,04230,VALENSOLE,04
22910.0,1616.0,3049.9313725490197,2749.771845879811,300.15952666920884,04242,VILLENEUVE,04
